
y_fpic	3	2.174669585864584,0.6994194241702426,0.3005805758297574
y_fpxr	2	0.048,0.5
y_fpxrr	2	0.03011994048459088,0.2026244928161041
y_frl10	5	0.03993364460261257,-0.07293669623744157,0.08403561227292196,0.3637926024013994,0.1321610044165027
y_frs10	5	0.0,1.0,1.0,0.5,1.0
y_frstar	2	.95,.05
y_fxgap	4	1.284002584226955,-0.4544105287732581,-0.05,0.02742233318740996
y_gfs	3	-.361185,-.1,1.0
y_gfsub	3	-.550087,-.1,1.0
y_gftrd	3	-3.598159243340642e-05,0.6589196196672864,-0.0002408286743628969
y_gstrd	3	-1.235658095172135e-05,0.7366990097980338,-4.483509762335216e-05
y_hgemp	2	.9,.1
y_hgpdr	2	.9,.1
y_hgpir	2	.9,.1
y_hgpkir	2	.9,.1
y_hgppsr	2	.9,.1
y_hgvpd	2	0.97,0.03
y_hgvpi	2	0.97,0.03
y_hgvps	2	0.97,0.03
y_hmfpt	2	0.055,0.95
y_hqlfpr	2	0.00,0.95
y_hqlww	2	.95,-0.3129029344874886
y_huqpct	2	0.00,0.95
y_huxb	2	-0.01817091647656927,0.95
y_ki	5	0.01679108530917215,0.451650730999944,0.2617948535758293,0.2865544154242267,-0.001309818569766082
y_left	2	0.90000000000000000E+00,0.10000000000000000E+00
y_leo	2	0.6995814979956745,-0.01620869768699893
y_lest	2	0.90000000000000000E+00,0.10000000000000000E+00
y_lfpr	2	0.5580285205989896,-0.0008755566736369085
y_lhp	5	0.255040531063274,0.1491232069118806,0.3902648422452434,0.6097351577547565,-0.09092566209131074
y_lww	2	0.1984470411422383,0.3128887644653584
y_mei	1	0.86
y_mep	1	0.86
y_mfpt	1	0.0
y_pcdr	2	-0.003205436686618677,0.5065758198036935
y_pcengr	5	0.04621048926220116,-0.01053548206463643,-0.09617350148754544,0.08213727439049966,0.797627837318598
y_pcer	4	0.1050137345817281,0.5632388610140522,0.6858569548199248,0.04030768373454912
y_pcfr	6	-0.1757649679968763,-7.899990101672884e-05,0.3777936884215714,0.02349292212946189,0.3412567511960338,0.3241078150502943
y_pchr	2	0.0005315862255843622,0.5948038682986249
y_pgfir	1	0.0
y_pgfor	1	0.0
y_pgsir	1	0.0
y_pgsor	1	0.0
y_phouse	3	0.004817103239693556,0.8898461413782496,-0.01120829645070205
y_phr	1	0.0
y_picxfe	3	0.644974342322,0.00373609153735,0.98
y_pieci	4	0.811777544324,-0.0148780773818,0.00186804576867,0.98
y_pipxnc	3	.462801,.229745,-.284477
y_pmo	4	-0.003166815111887241,0.4492916534287926,0.2944651755345454,0.7055348244654546
y_poilr	4	-0.2386347615324657,-0.003817963307816998,0.3988973185364578,0.2246596594065311
y_ppdr	1	0.0
y_ppsr	1	0.0
y_ptr	3	0.9,0.05,0.05
y_pwstar	2	0.00,1.00
y_pxr	1	0.0
y_qec	5	0.7592609842874721,0.002578773939057793,0.2407390157125279,-0.2514158240890368,0.03153868180983269
y_qecd	3	-0.6165972226120303,2.557266037164673,-0.6165972226120303
y_qeco	1	-0.3372292498223053
y_qeh	2	1.935026993649364,-0.1570195518635583
y_qepd	4	0,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
y_qepi	4	0,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
y_qeps	4	0,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
y_qkir	1	-0.001885366737710053
y_qpl	1	1.0
y_qpmo	1	-.003347
y_qpxg	2	0.0,1
y_qpxnc	2	2.98507462687,-1.98507462687
y_qynidn	3	-0.9889159016018153,0.3614481909275686,1
y_rbbbp	5	1.663544231588651,-0.1493888609930089,0.8866986585299741,1.663544231588651,-0.1493888609930089
y_rcar	6	2.100170296931854,-1.167642954704071,-0.008386800063101975,0.6937687101118568,0.1028002581287203,0.203431031759423
y_rcgain	5	0.1522590051966577,0.2987109747902424,0.2513416212164487,0.1522590051966577,0.2987109747902424
y_reqp	5	2.882980324228344,0.6395674906531285,0.8185047577678474,2.882980324228344,0.6395674906531285
y_rffalt	6	.0551,1.2,-.39,.6954,-.5168,.3287
y_rffgen	50	0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e-01,3.750000000000000000e-01,3.750000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
y_rffintay	3	0.5,1.0,.85
y_rfftay	2	0.5,1.0
y_rfftlr	3	-0.5,.375,1.1
y_rfynic	4	0.2599432734430575,-0.1468767116652314,0.1482396937168886,0.6420445148826751
y_rfynil	9	0.1878356791714486,-0.2435367622231839,0.07902780819914431,0.08880151900874264,0.04060472504081036,0.1438241754461063,0.08380863485370706,0.2559648860598844,0.007819499377243286
y_rg10p	4	0.9985065593208419,-0.4718548432007495,0.7314217770878953,0.8959336376550136
y_rg30p	4	1.337544689343979,-0.5892843861420656,0.8365523842356651,0.9045588991659449
y_rg5p	3	0.7478923780795074,-0.3984697511015516,0.9119509672669279
y_rgfint	2	0.86,0.005417428040208504
y_rgw	4	.00495,.00271,.00129,.00105
y_rme	5	0.4927100798849811,0.6776016328060693,0.2424386344238626,0.2305037984560807,0.06809063290137502
y_rrmet	2	.9048,.0952
y_rrtr	2	.97,.03
y_rstar	1	.05
y_rtbe	5	-0.06677368009690213,0.7720707564737897,0.1224099968713681,0.7850952301068258,-0.6795759834519835
y_trfci	6	0.00133892767133083,0.8130157141532537,0.1085501838146501,-0.2191884666432408,0.001365192823523333,0.002322348503950231
y_trfp	4	1,0.6249369098272274,0.2896464773374296,0.0003722869429144596
y_trfpt	3	0.05000000000000000E+00,0.50000000000000000E+00,-0.10000000000000000E+00
y_trsci	6	0.791150698521011,0.9058859419794156,-0.6970366405004266,-0.0007681225777294368,0.0008131358184960206,0.1140499631819586
y_trsib	4	0.9134383490112551,1.33647889726315,-1.249917246274406,-3.353806684396447e-05
y_trsp	5	0.632946369509944,0.882450152119161,-0.515396521629105,2.414664053290023e-05,0.01309189124950257
y_trspt	3	0.05000000000000000E+00,0.50000000000000000E+00,-0.2500000000000000E+00
y_trssi	5	1.18174981903228,-0.2318024453193926,1.575674530080275,-1.525621903793162,-5.026256090416318e-06
y_uces	8	-0.1834529206587357,0.1554187181683198,0.08000391518229149,-0.0004411984448821991,-0.2022862383652329,-0.06453882715112344,0.8073240974028284,0.176436316477632
y_ucfs	7	-0.03523462021069426,0.0453107908363,-0.0001497160154925362,-0.05646004352160842,0.002460722756466915,0.997409811313602,0.3352207056659912
y_uqpct	1	0.0
y_uxbt	1	0.0
y_veoa	2	0.988,0.012
y_wdnfcn	5	-0.02207644135378071,0.01442097831747879,0.2375257265379373,0.09693074193582522,0.001671232577613138
y_xbo	1	1.338129148984226
y_xgo	1	1.313096
y_xgpot	4	.7000,.265,.035,.035
y_yhibn	8	1,-0.1336307554530098,0.06545518537060361,0.2942182559897778,0.02356904269727301,0.002496343260766213,0.06642904036078379,0.005382889880225242
y_yhpcd	1	0.053750000000000000E+00
y_ynidn	3	0.0903554997290158,-0.1364018197288298,1
y_yniin	6	0.01335460515030035,0.8715712577633621,0.03107757397810296,0.1284287422366379,0.4767821941927384,0.3277798188988036
y_zdivgr	20	1.511071172206618e-15,-0.009111480239164081,0.03183741780107196,0.02833747937535333,0.02576703619990779,-0.07315819692760012,0.02061292879046827,-0.08150938079058738,0.04465438088567916,0.08940026804215884,-0.07683045313697864,-0.3926039436043125,0.233750687953166,0.01896589096946814,0.06606284336737173,0.01491188799731325,0.002288670073748218,0.002126749199528997,-0.0005223331178720957,0.9811950258472805
y_zecd	32	-0.0005835440697737298,-0.0004890487384829661,-0.0003178601486946526,-1.152735487341427e-05,-0.001521689633538677,0.00184186662931939,-0.0003337931272148391,0.0005978178795171626,-7.860979155419116e-05,-0.0002718183593141809,-1.084561695508665e-05,-0.0002840099502079114,0.001401980311824591,-0.0005842017480832114,-1.058568693474449e-05,0.0001210825498845803,0.000150192115996216,0.0001272419141098429,-6.044841756325178e-05,3.615855415569782e-05,0.0001442834347338589,-2.157822874062484e-05,0.0002542858483924859,-0.0001442014800476188,0.0001210823110031528,8.639803055065837e-05,1.01167981819333,-0.7327643994675091,0.02550437562787651,0.02308257133053724,-0.006136185825140921,0.004470983123513018
y_zeco	31	-8.302302840394758e-05,-8.481341005195437e-05,-1.070919356458063e-05,9.381494405617248e-05,2.666673325730963e-05,-4.146652869116621e-05,6.35886979919911e-05,6.46447465153467e-06,-0.0005276983695273098,0.0002596876952964582,0.0001475449058191307,-0.0001115121659935083,8.473068796425593e-05,-5.525337720962991e-05,-0.0004452896985031861,0.0002430553531067072,0.0002780867885656984,-4.282753034846671e-05,-7.101434541988507e-06,1.188495764798803e-06,5.447418407567185e-05,-5.538534406713904e-05,0.0001733551900672583,-0.0001988245316507533,-3.680100973102832e-05,-4.202136975618394e-05,0.4530430376151391,0.05203955961144264,0.01891764694000759,0.002056184123840021,0.01297131744548946
y_zeh	31	-0.0001475636416872941,-3.032365273125124e-05,-4.473855969321594e-06,1.840159727000201e-05,8.456307897094206e-05,9.927860073304034e-05,3.541632402295193e-05,4.665715075036469e-05,9.316588937069824e-05,6.8548232500974e-05,-5.099498096945265e-05,-0.000103438760109973,0.0001639595531178947,-0.0003714748285059059,0.0002008531961477977,6.39494543366261e-05,-8.196341624496077e-06,-6.058743069846966e-06,1.637939756509385e-05,2.896721986467348e-05,4.939661317376607e-05,3.622641327648261e-05,-2.555313594320782e-05,1.794687765262662e-05,5.861539706634113e-05,3.623689151897084e-05,0.4258722180681525,0.006476061849341104,-0.0001644897248144963,-0.003638825789011507,-0.002284721632248121
y_zgap05	15	2.257007909357927e-15,-0.1597149595303493,-0.02714596421531133,-0.0564486969188964,0.03787173834482167,-0.3922384032721391,0.104802705415998,0.1158640835018613,0.02356290899211369,0.1480087053621876,0.2054378823197458,1.044858011053748,-0.4115111013727816,-0.06215334547650801,-0.09514443209823661
y_zgap10	15	1.913550184020851e-15,-0.08856716084344839,-0.01514793353340919,-0.03064946067310276,0.02038547790704983,-0.2047276571629349,0.05787467169033944,0.06409707588452065,0.013364942058135,0.0693909675299768,0.1139790771429335,0.5573593590584416,-0.220685237022009,-0.03603086981077128,-0.05213527253290755
y_zgap30	15	9.185040883300084e-15,-0.04699887854311754,-0.008064404203305675,-0.01635817957558258,0.01081764060721674,-0.108559229820203,0.03065003739669631,0.03431085776819321,0.0069109574582897,0.03668737719706447,0.06060382171481976,0.2972253244442154,-0.1180146280628041,-0.01906987349275325,-0.02769487968608267
y_zgapc2	14	-0.01642348362157579,-0.003669559326500591,-0.008031103190068016,0.004102054411065602,-0.04358920333330677,0.01116763018811085,0.01779952199271192,-0.0003479691800762343,0.2140118932122804,-0.08074468803548052,-0.02122902683008941,-0.01224349536823687,0.02402209172707994,0.01497002033255295
y_zlhp	16	-0.0002522439372141123,-5.098270125007645e-05,-0.0002552621374828649,3.981607430228377e-05,-0.001009257225067205,2.674066965674714e-05,0.0007518371210651708,-8.711379381808237e-05,0.0003177932281634985,0.0005186727016447569,-0.0001129490166435928,0.0002104324849965744,-3.807934826636984e-05,-0.0003375008221723389,0.1952473726812134,0.655629670225322
y_zpi10	14	0.03879756717884661,0.01310655690781879,0.01249073978840772,0.002013644447002661,-0.1115205655338142,-0.005218543101071759,-0.02773020608783435,-0.0009799021274967564,0.145449216850255,0.9335914916779205,0.07438741920019272,-0.01552458917184547,0.02988660307926152,0.01430435574486968
y_zpi5	14	0.06758353158403318,0.02161485431596137,0.01782456814136856,0.002964524698211494,-0.1784068153490884,-0.01219526644801234,-0.03344726843631961,-0.01023559042275973,0.2342849406561925,0.8900125212604236,0.1833012341938106,-0.0650287410730993,0.0528818430536656,0.02402782072886659
y_zpib5	19	2.014761562942157e-14,0.08381220448829916,0.03966837250165698,0.02968268489926514,-0.003293229323810457,-0.237687985938127,-0.02856252873761911,-0.059254687390406,-0.006824691934627426,0.3323298940008137,0.7546771576105244,0.1581339706948628,-0.03327994897983548,0.06961101474908289,0.01827516090098699,0.05126320478493507,0.02114269624364816,0.005125541806862506,0.01792136698863315
y_zpic30	15	9.998348776898279e-14,0.03772442939281018,0.00691792724638696,0.00661122723525404,0.001034833732981703,-0.0585386000710487,-0.002855994709771948,-0.01477068587571074,-0.0004763373097472575,0.07664161796628073,0.9477115823926162,0.038244996340517,-0.007528545240453029,0.0157852915848761,0.007587462381349299
y_zpic58	14	0.3419924857225884,0.05029077146057983,0.04280461383060537,-0.01719635177394798,-0.01879746211135944,-0.08787338461054841,-0.02195161825369631,-0.0815952625463118,0.2102177275219142,0.5821084807601654,0.1528534385720439,-0.1534888728187284,0.1283265828471865,0.08934136158192268
y_zpicxfe	23	0.323685055125,-0.00320254773354,0.000957688783119,0.0104690425827,0.0728421201324,0.0485660152256,0.0356099875642,0.0223917457946,-0.0258865827636,-0.000898937891484,-0.00763557124914,0.0018435960169,0.040831246969,-0.0071066127103,-0.0139551213891,0.00345905227284,0.0325774958873,0.488680892526,19.083948146,0.00020472870205,-0.179409868717,-0.0688771440181,0.0401344789058
y_zpieci	23	-0.0173696976108,-0.00564002523431,0.000750046022225,0.0186445167159,0.222229235683,0.209435405122,0.221364488567,0.0355225552552,-0.0297816947101,-0.00044573477206,-0.0139440534183,0.00328329515168,0.071598879498,-0.0105584507944,-0.0255015980385,0.00616029187126,0.0408881877487,0.31506347548,-3.15596574235,0.000324515649973,0.311448315373,-0.157612577508,0.0855951235653
y_zrff10	15	-1.225928191740291e-13,-0.02771619956382117,-0.01188080871189547,-0.03292145537957496,-0.0007988879398016578,0.1588535670692386,-0.006506493604730732,0.1326535890970168,-0.05397286650354577,0.7689722039419999,0.07331735159496538,0.4244946860418865,-0.2974768532865669,-0.01838794275716279,-0.02056448214859063
y_zrff30	15	-6.431098710768743e-14,-0.01469452480129645,-0.006366611548946281,-0.01761451360235036,-0.0004750483597165188,0.08543314437647523,-0.0036101736515647,0.07098995255600646,-0.02900253059512549,0.8761896073141371,0.03915069831221923,0.2265793956742251,-0.1591496369244307,-0.0097620683394436,-0.01091585231191943
y_zrff5	15	-2.893994419845934e-13,-0.03329615692337154,-0.01651377444295286,-0.05232367187602783,-0.002538730673637747,0.2644334052604466,-0.01895045404753664,0.2159921082332517,-0.09277945584793452,0.6313043964018372,0.1046723339158034,0.7045336233227979,-0.4876819945235132,-0.02218121703087883,-0.0289262404118043
y_zvpd	24	-3.503545878896081e-16,-0.0002563318120287816,-0.0003053817493858787,0.0002754650071985202,0.0003443248552390073,-0.0009156992615684974,0.001067085042396023,-0.0007208701930641986,0.0006556825318280694,-8.619811959127685e-05,-5.807630102293225e-05,-0.000903857496805948,7.756814130764826e-05,0.000139631583283988,0.0003323386839790366,2.317621077576443e-15,2.751400070102722e-15,-4.986480534038096e-15,4.24099392879384e-16,-0.02775368418680135,-0.006026513888356844,0.008387752461416915,0.01665577139372101,0.2393643921387166
y_zvpi	23	3.869791235963136e-05,3.80256114092935e-06,2.612181181174604e-05,2.057197909940212e-05,-2.696819873236014e-05,5.156218466601069e-05,-6.82913490848621e-05,2.672686988069912e-05,1.697049327051405e-05,-8.919426441171094e-05,-0.0001426651778367424,6.899519472206095e-06,4.9497539040235e-05,1.69794066300211e-05,-3.586377535367116e-16,2.633512859614165e-15,-5.059917772377164e-16,-2.838076327300057e-17,-0.0009833873502351542,0.0004719444552399954,0.0005424356956833908,0.000511922034569498,0.1455171872633132
y_zvps	23	0.0007852314783589356,-0.0001325502846474631,0.0001060837434901873,0.000103926092617813,-0.0005253836323690961,0.0004414151794377316,-0.0002135691581102569,2.440316421598072e-05,0.0002731344468256556,-0.0008626910298194385,0.000747413447662811,-0.002477752703071512,0.001165044197493053,-8.29368767503753e-05,8.747262281383209e-15,2.29917926918378e-14,-3.572207369395991e-14,-2.016385657300802e-15,0.01778407608243148,0.02166785661358485,0.02506234212593228,0.01092265671322531,-3.148169696328744e-16
y_zxbd	24	-2.515799209424174e-16,-0.0001835522663957102,-9.20694428089123e-05,-0.0001690594563728659,1.881158548409918e-05,-0.0007423903856100813,4.157494304754994e-05,0.0005193380452609865,-0.0001536376069412482,0.0003351150042428557,0.0004258695800933443,3.687820634848689e-05,0.0001399557850856637,2.133097877542922e-05,-4.574827267682607e-05,0.1763937105515476,0.02577427100107783,-0.004208529285013731,-0.02232851900795504,-1.893230768069613e-16,-7.540408232309855e-18,2.126047832013436e-17,1.130814579006665e-16,0.009793161070556688
y_zxbi	23	-3.907288119414607e-05,-1.536565753314579e-05,-1.048653204032815e-05,1.111064792542002e-06,-5.01258122791435e-05,1.970572371233756e-05,1.971978476253992e-05,8.993821549944538e-06,1.706482254328246e-06,6.381400597507644e-05,-0.0001716577651069273,0.000123207872571336,-1.386238400704046e-05,-6.492569488328591e-06,0.01662528927858757,0.001704406100119445,-0.0009230524058842151,-0.002154432999851102,4.582306308652706e-17,7.288857190912528e-17,1.433400988271179e-16,7.129707850725668e-17,0.1261667302346462
y_zxbs	23	-0.0001994456999380124,-7.214041996312615e-05,-7.99329702758048e-05,2.211360307802113e-05,-0.0004937346599053793,0.0001061055666343529,0.0001771185963814947,1.38884021863751e-05,0.0001966220947031431,0.0003294054870989447,-0.0001649181898508638,0.0002722671940195421,-5.386419663495043e-05,-6.491326259774833e-05,0.08377251816879529,0.01005202510305162,-0.003637129535036962,-0.01071732647409602,-3.505833175821191e-17,-8.482814157126555e-17,3.128540790492993e-17,2.645699002714624e-18,0.05179332719960464
y_zyh	18	-0.0002301813961999326,0.0007292083597749006,0.0006217471253906824,0.0005934715578397723,-0.001846529365389524,0.0002904997779523631,-0.0004988965683240191,0.0003313572719011359,0.001607222160364852,0.003005871788107462,0.0006412116241861791,-0.001437783206375028,-0.001714245646789469,0.00172356888383944,0.004606188983936458,0.0009177700125335313,0.0001079871640801749,-0.0002574814023531273
y_zyhp	22	0.000384467702497963,0.001205361597423436,0.0009620980096161766,0.0006968834502953735,-0.001446328874129471,-0.0003381447822719294,-0.0004834707080703563,8.814369039361228e-05,-0.001116894404641339,0.003967303705819658,0.001191690024290932,-0.001286575565604035,-0.003248810759754601,0.002179800674018414,0.005333773189022442,0.0004733585214143916,0.0003706287126449093,-0.0006492148648872271,0.002111871292719382,0.0001559524347876397,-0.0003118556880320512,-0.0002618870733055589
y_zyhpst	1	0.05000000000000000E+00
y_zyhst	1	0.05000000000000000E+00
y_zyht	22	-0.0005375756842287296,0.0004256398977551294,0.000429593178783961,0.0003414271771936359,-0.002079606052272035,0.0007399687901779992,-0.001298198841740049,0.0002382995866672766,0.001674879978319641,0.004300603149249205,0.002369712661277097,-0.000203171612370001,-0.0006590845693970714,0.002399536517037755,0.003021124416531466,0.0007937710620113669,0.0004202153294465729,-7.565678056110441e-05,0.002106148502191563,0.0004841065645051049,-8.222415497288445e-05,0.0003093558097299066
y_zyhtst	1	0.05000000000000000E+00
y_zynid	20	-5.177745029596233e-16,3.507527558415562e-05,0.0004354171509883335,0.0003765833780090754,0.0001552050207157448,0.0001868491088457782,-0.0005011231894986071,-0.0006498379828916684,0.0002719099753461783,0.0006922020881988317,-0.001002280825297383,-0.004574540981564301,0.001989397878934358,5.635745258239554e-05,0.001131064420842775,0.002156744713645877,0.0117354367680391,0.01196665382608065,-0.003884428431816845,1.114427266866421
theend
